run_name,seed,best_epoch,best_primary_metric,best_primary_value,time_sec,recall@20,ndcg@20,recall@40,ndcg@40,emb_dim,batch_size,l_r,decay,n_layers,n_balls_u,n_balls_i,tau_h,topm_membership,rho_c,rho_r,detach_ball_update,radius_init_scale,lambda_cov,lambda_rad,lambda_purity,lambda_mass,eta_struct,beta_quality,neg_k
DGBRec_seed2025,2025,395,ndcg@20,0.17443386575511582,2273.5773136615753,0.26587253482594764,0.17443386575511582,0.36815863197366183,0.20310151676006244,128,4096,0.004254953399591034,0.0006906257175600949,2,768,512,0.3795539116630165,4,0.840658040985111,0.6044918634787524,False,1.8453142670816267,0.002686455772166749,0.00010491319031455553,0.005492267676420222,9.761976299435802e-05,0.2,1.0,16
